Time             Sev Major Minor Args
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:57    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:57    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:57    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 10113     1 HB: T=49C, CPU=89%, Free mem=729MB
Jan 01 00:07:58    5 10113     1 HB: proc/boot/procnto-smp-instr (1) 33.62%: n/a, n/a, n/a, n/a

Jan 01 00:07:58    5 10113     1 HB: mnt/app/armle/usr/sbin/mcd (946259) 8.34%: unnamed thread (8) 1.14% [10], unnamed thread (14) 0.66% [10], unnamed thread (12) 0.65% [10], unnamed thread (7) 0.61% [10]

Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:58    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:58    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:58    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL:Queue has been flushed. First Packet cleared
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: DEVCTL: START: Max queue size set to 12032 (64 blocks)
Jan 01 00:07:59    5 16013   1459 vpeCore[wait.c:43]: [Resource_BlockWait] /dev/mmpm already available !
Jan 01 00:07:59    5 16303     1 vpeCore[smmu_lib.c:388]: Waiting for events from the Server
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_close: id=3, handle=-1, rcvID=-1
Jan 01 00:07:59    5 20002     0 devp-iso-mmx[isoTX2]: io_open: id=3, flags=0x00008002
